11/01/2023,35156,77.51,35.16,0.04,shipping
11/01/2023,1045,2.31,1.05,0,electricity
11/01/2023,20320,44.8,20.32,0.02,fuel_combustion
11/01/2023,492000,1084.67,492,0.49,electricity
